ID;AR;DE;EL;EN;ES;FI;FR;IT;JA;NL;PL;PT;RO;RU;SI;TR;UK;ZH
tips.coughing-sneezing.headline;السعال والعطس بشكل صحيح;Richtig Husten und Niesen;Βήχας και φτάρνισμα όπως αρμόζει;Proper coughing and sneezing;Toser y estornudar de manera adecuada;Oikeanlainen yskiminen ja aivastelu;Toux et éternuements corrects;Tossire e starnutire in modo adeguato;咳やくしゃみした時の正しい対応;De juiste manier van hoesten en niezen;Prawidłowy kaszel i kichanie;;Tusitul și strănutul corect;Сильный кашель и чихание;කැස්ස සහ කිවිසුම් යාම සඳහා නිසි ක්‍රමය;"""doğru"" öksürme ve hapşırma";сильний кашель і чхання;正确的咳嗽和打喷嚏
tips.coughing-sneezing.list.item-1;الحفاظ على مسافة تقارب 2 متر بينك وبين الأشخاص الآخرين;Halte ca. 2 Meter Abstand zu anderen Personen;διατήρησε απόσταση περίπου 2 μέτρων μεταξύ εσού και άλλων ανθρώπων;maintain a distance of approximately 2 meters between you and other people ;mantener una distancia de aproximadamente 2 metros entre usted y otras personas;Pidä noin 2 metrin etäisyys itsesi ja muiden ihmisten välillä;maintenir une distance d'environ 2 mètres entre toi et les autres personnes;mantenere una distanza di circa 2 metri tra voi e le altre persone;人と人との間に2メートルの距離を置く;Houd 2 meter afstand van elkaar;utrzymać odległość około 2 metrów pomiędzy Tobą a innymi osobami;;menține o distanță de aproximativ 2 metri între tine și alte persoane;держись на расстоянии примерно в 2 метра между тобой и другими людьми.;ඔබ සහ අනෙක් පුද්ගලයින් අතර දළ වශයෙන් මීටර් 2 ක දුරක් පවත්වා ගන්න;seninle ve diğer insanlar arasında yaklaşık 2 metre mesafe bırak;дотримуйтеся відстані приблизно 2 метри між вами та іншими людьми;与他人保持2米左右的距离
tips.coughing-sneezing.list.item-2;ابتعد عن الناس;Drehe dich von anderen Personen weg;Γύρισε την πλάτη σε άλλους ανθρώπους;turn away from people;alejarse de la gente...;käänny pois ihmisistä;se détourner des gens;allontanarsi dalle persone;人から背を向ける;Draaie je weg van andere mensen;odwrócić się od ludzi;;abate-te de oameni;отворачиваться от людей;මිනිසුන්ගෙන් පිටතට හැරෙන්න;Diğer insanlardan kendini çevir;відвернутися від людей;远离人群
tips.coughing-sneezing.list.item-3;تغطي السعال والعطس بكوعك أو منديل;Huste oder niese in ein Einweghandtuch oder Armbeuge;κάλυψε τον βήχα και το φτάρνισμά σου με ένα χαρτομάντιλο ή με την μασχάλη σου;cover your coughs and sneezes with your elbow or a tissue;cubriendo tu tos y estornudos con el codo o un pañuelo.;peitä yskäsi ja aivastelusi kyynärpäähän tai nenäliinaan;couvrir sa toux et ses éternuements avec son coude ou un mouchoir;coprire la tosse e gli starnuti con il gomito o con un fazzoletto;咳やくしゃみをした際は肘やティッシュで鼻と口を覆う;In zijn elleboog hoesten of niezen;pokrywając kaszel i kichanie łokciem lub chusteczką;;acopera-ti tusea și strănutul cu cotul sau un țesut;прикрывая кашель и чихание локтем или салфеткой.;ඔබේ වැලමිට හෝ ටිෂු එකක් භාවිතයෙන් කැස්ස සහ කිවිසුම් ආවරණය කරන්න;Dirsek içine veya mendiline öksür ve hapşır;покриваючи кашель і чхання ліктям або тканиною;用肘部或纸巾遮住咳嗽和打喷嚏
tips.coughing-sneezing.list.item-4;التخلص من الأنسجة بشكل صحيح;Taschentücher nicht herumliegen lassen, sondern im Mülleimer entsorgen;Πέταξε χρησιμοποιημένα χαρτομάντιλα στα σκουπίδια;dispose of tissues properly;Deshacerse de los tejidos de forma adecuada;Hankkiudu nenäliinoista asianmukaisesti eroon;l'élimination correcte des tissus;smaltire correttamente i fazzoletti;使用済みのティッシュの正しい処分方法;Smeet je zakdoek onmiddellijk weg;prawidłowe usuwanie chusteczki higieniczne;;arunca țesuturile în mod corespunzător;надлежащее удаление тканей;ටිෂු නිසි ලෙස බැහැර කිරීම;Mendilini çöpe at ve etrafa saçma;належним чином утилізувати тканини;正确处理用过的纸巾
tips.coughing-sneezing.list.item-5;اغسل يديك بعد ذلك;Danach gründlich die Hände waschen;πλύνε στη συνέχεια τα χέρια σου ;wash your hands afterwards;Lávate las manos después.;Pese kädet jälkeenpäin;se laver les mains après;lavarsi le mani dopo;その後手を洗う;Was je handen daarna;potem umyj ręce;;spală-te pe mâini după aceea;вымыть руки после этого;පසුව ඔබේ අත් සෝදන්න;sonra ellerini yıka;мийте руки після цього;然后要洗手
tips.coughing-sneezing.text;لمنع انتشار الفيروسات ، يرجى الانتباه إلى:;Um keine Krankheitserreger weiterzuverbreiten und andere vor Ansteckung zu schützen, gilt es folgendes zu beachten:;Για να αποτρέψεις την εξάπλωση ιών, δώσε προσοχή στα παρακάτω:;To prevent the spread of viruses,  please pay attention to:;Para evitar la propagación del virus, por favor, preste atención a..:;Estä virusten leviäminen kiinnittämällä huomiota:;Pour prévenir la propagation des virus, veuille faire attention à;Per prevenire la diffusione del virus, si prega di prestare attenzione a:;ウイルスの拡散を防ぐには、次のことに注意してください。;So kun je de verspreiding van het nieuwe coronavirus voorkomen;Aby zapobiec rozprzestrzenianiu się wirusów, proszę zwrócić uwagę:;;Pentru a preveni răspândirea virusurilor, te rugăm să acorzi atenție la:;Чтобы предотвратить распространение вирусов, пожалуйста, обратите внимание:;වෛරස් පැතිරීම වැළැක්වීම සඳහා කරුණාකර පහත සඳහන් කරුණු කෙරෙහි අවධානය යොමු කරන්න:;Virüslerin yayılmasını önlemek için lütfen şunlara dikkat et:;Щоб запобігти поширенню вірусів, зверніть увагу на:;为防止病毒传播，请注意：
tips.mouthguard.headline;كمامة ، نعم أم لا؟;Mundschutz, ja oder nein?;"Επιστόμιο, ναι ή όχι;";Mouthguard, yes or no?;Protector bucal, ¿sí o no?;Suusuojus, kyllä ​​vai ei?;Le protège-dents, oui ou non ?;Mascherina , si o no?;マスクは必要ですか？;Stofkap, ja of nee?;maseczki, tak czy nie?;;masca, da sau nu?;защита рта, да или нет?;මුඛාරක්ෂකය, ඔව් හෝ නැත?;ağız maskesi, evet mi hayır mı?;Носіння маски, так чи ні?;戴口罩，需要还是不需要？
tips.mouthguard.list.intro;ارتداء القناع خارج الجراحة ليس له أي تأثير إذا:;Außerhalb des OPs bringen Masken wenig, wenn sie:;Η χρήση μιας μάσκας έξω από το χειρουργίο δεν έχει καμία επίδραση εαν:;Wearing a mask outside of surgery has no effect if:;Usar una máscara fuera de la cirugía no tiene ningún efecto si:;Suusuojuksen käyttämisellä leikkauksen ulkopuolella ei ole vaikutusta, jos:;Le port d'un masque en dehors de la chirurgie n'a aucun effet si :;Indossare una maschera al di fuori della chirurgia non ha alcun effetto se:;次の場合、手術以外でマスクを着用しても効果はありません。;Het dragen van een mom naast een operatie heeft geen effect als:;Noszenie maski poza sali operacyjnej nie daje żadnego efektu, jeśli:;;Purtarea unei măști în afara intervenției chirurgicale nu are efect dacă:;Ношение маски вне операции не имеет никакого эффекта, если:;ශල්‍යකර්මයෙන් පිටත මුක ආවරණය පැළඳීමෙන් කිසිදු බලපෑමක් නැත:;Ameliyat dışında maske takmanın aşağıdaki durumlarda bir etkisi yoktur:;Носіння маски поза операцією не впливає, якщо:;在以下情况下，除手术外戴口罩无效：
tips.mouthguard.list.item-1;القناع مصنوع من الورق;nur aus Papier sind;η μάσκα είναι κατασκευασμένη από χαρτί;the mask is made from paper;la máscara está hecha de papel;Suusuojus on valmistettu paperista;le masque est en papier;la maschera è fatta di carta;マスクは紙で作られています;Het mom is gemaakt van papier;maska jest zrobiona z papieru;;masca este făcută din hârtie;маска сделана из бумаги;මුක ආවරණය කඩදාසි වලින් සාදා ඇත;maske kağıtdansa;маска робиться з паперу;口罩是用纸做的
tips.mouthguard.list.item-2;القناع لا يتناسب مع الوجه أو يتسرب;nicht eng anliegen oder undicht sind;η μάσκα δεν ταιριάζει σφιχτά στο πρόσωπο ή παρουσιάζει διαρροή;the mask does not fit tight to the face or is leaking;la máscara no se ajusta bien a la cara o tiene fugas;Suusuojus ei sovi tiukasti kasvoihin tai vuotaa;le masque n'est pas bien ajusté au visage ou fuit;la maschera non aderisce bene al viso o ha delle fughe;マスクが顔にぴったり合わない、または漏れている;Het mom past niet strak op het gezicht of lekt;maska jest ciasna lub jest nieszczelna;;masca nu se potrivește strâns la față sau se scurge;маска не прилегает плотно к лицу или протекает.;මුක ආවරණය මුහුණට නොගැලපේ හෝ කාන්දු වේ;maske yüze sıkıca oturmuyor veya sızdırıyorsa;маска не щільно прилягає до обличчя або протікає;口罩无法紧贴脸部或漏气
tips.mouthguard.list.item-3;يبتل من خلال التنفس;durch Atemluft feucht geworden sind;γίνεται υγρή μέσω της αναπνοής;gets wet through breathing;se moja al respirar;Hengitys kastelee suusuojuksen;se mouille en respirant;si bagna attraverso la respirazione;呼吸の息でマスクが濡れた場合;Wordt nat door de ademhaling;zmoczy się przez oddychanie;;se udă prin respirație;намокает при дыхании;හුස්ම ගැනීමෙන් තෙත් වේ;nefes alarak ıslanır;намокає через дихання;口罩由于呼吸被浸湿
tips.mouthguard.list.item-4;لا تتغير يوميا;nicht mehrmals täglich gewechselt werden;δεν ανανεώνεται περισσότερες φορές καθημερινά;it is not replaced several times each day;no se cambia diariamente;Sitä ei vaihdeta päivittäin;pas changé quotidiennement;non cambiata ogni giorno;頻繁に取り替えない場合;Niet dagelijks vervangen;nie zmieniać codziennie;;nu este înlocuita de mai multe ori pe zi;не сменялась ежедневно;එය සෑම දිනකම කිහිප වතාවක් ප්‍රතිස්ථාපනය නොවේ;günlük olarak değişmezse;не змінюється щодня;没有多次更换
tips.mouthguard.text-1;الأقنعة ضرورية لجميع القطاعات الصحية. بالنسبة للأشخاص المرضى أو الأشخاص الذين يعانون من أعراض أقنعة COVID-19 هي جزء مناسب من تدابير الوقاية من العدوى ومكافحتها. يرجى ارتداء قناع فقط إذا كان مقدم الرعاية الصحية الخاص بك قد يوصي لك في حالات أخرى تأكد من اتباع قواعد النظافة.;Mundschutz und andere Masken werden im medizinischen Bereich dringend benötigt. Bereits erkrankte Menschen können eine Maske zum Schutze anderer tragen. Trage diese Hilfsmittel also nur bei Empfehlung deines Arztes und beachte stattdessen die anderen Hygiene Tipps.;Οι μάσκες είναι απαραίτητες για όλους τους τομείς της υγείας. Για τους ασθενείς ή άτομα με συμπτώματα COVID-19 οι μάσκες αποτελούν ένα από τα σημαντικότερα μέτρα πρόληψης και ελέγχου λοιμώξεων. Φόρεσε μια μάσκα μόνο εάν ο γιατρός σου στο συνιστήσει. Διαφορετικά απλά ακολούθησε τους κανόνες υγιεινής.;Masks are essential for all health sectors. For sick people or people with symptoms of COVID-19 masks are an appropriate part of infection prevention of others. We recommend you to only wear a mask if your health care provider asks you to. Make sure to follow the hygiene rules.;Las mascarillas son esenciales para todos los sectores de la salud. Para las personas enfermas o con síntomas de COVID-19 las máscaras son una parte apropiada de las medidas de prevención y control de infecciones. Por favor, usa solo una mascarilla si tu proveedor de atención médica se lo recomienda, asegúrese de seguir las normas de higiene.;Suusuojukset ovat välttämättömiä kaikille terveydenhoitoaloille. Sairaille tai ihmisille, joilla on COVID-19n oireita, suusuojus on sopiva tapa ehkäistä ja torjua tartuntojen leviämistä. Käytä suusuojusta vain, jos terveydenhuollon tarjoajasi suosittelee sitä. Muista noudattaa hygieniasääntöjä.;Les masques sont essentiels pour tous les secteurs de la santé. Pour les personnes malades ou présentant des symptômes de la COVID-19, les masques sont un élément approprié des mesures de prévention et de contrôle des infections. Veuille simplement porter un masque si ton prestataire de soins de santé peut te recommander de suivre les règles d'hygiène dans les autres cas.;Le maschere sono essenziali per tutti i settori sanitari. Per le persone malate o con sintomi di COVID-19 le maschere sono una parte appropriata delle misure di prevenzione e controllo delle infezioni. Si prega di indossare una maschera solo se il vostro fornitore di assistenza sanitaria può consigliarvi in altri casi assicuratevi di seguire le norme igieniche.;マスクはすべての医療機関に必要不可欠な物です。病人やCOVID-19マスクの症状のある人にとっては、感染予防と拡散防止の効果があります。他の場合は医師の指示や衛生規則に従うようにしてください。;Momen zijn essentieel voor alle gezondheidssectoren. Voor zieke mensen of mensen met symptomen van COVID-19 zijn maskers een passend onderdeel van infectiepreventie- en bestrijdingsmaatregelen.;Maski są niezbędne dla wszystkich sektorów ochrony zdrowia. Dla osób chorych lub z objawami choroby maski COVID-19 są odpowiednim elementem profilaktyki i kontroli zakażeń. Proszę nosić maskę, jeśli Twój lekarz zalecił ci. Upewnij się, że przestrzegasz zasad higieny.;;Măștile sunt esențiale pentru toate sectoarele de sănătate. Pentru persoanele bolnave sau persoanele cu simptome ale COVID-19, măștile sunt o parte adecvată a prevenirii infecțiilor. Iti recomandăm să porti o mască numai dacă medicul tau iti solicită. Asigura-te că respecti egulile de igienă.;Маски необходимы для всех секторов здравоохранения. Для больных людей или людей с симптомами КОВИД-19 маски являются подходящей частью профилактики и борьбы с инфекцией. Просто наденьте маску, если в других случаях ваш медицинский работник может порекомендовать вам соблюдать правила гигиены.;සියලුම සෞඛ්‍ය අංශ සඳහා මුක ආවරණ අත්‍යවශ්‍ය වේ. රෝගී පුද්ගලයින් හෝ COVID-19 මුක ආවරණ වල රෝග ලක්ෂණ ඇති පුද්ගලයින් සඳහා ආසාදන වැළැක්වීමේ සුදුසු කොටසකි. ඔබේ සෞඛ්‍ය සේවා සැපයුම්කරු ඔබෙන් ඉල්ලා සිටින්නේ නම් පමණක් මුක ආවරණයක් පැළඳීමට අපි ඔබට නිර්දේශ කරමු. සනීපාරක්ෂක නීති අනුගමනය කිරීමට වග බලා ගන්න.;Maskeler tüm sağlık sektörleri için gereklidir. Hasta insanların maskeleri takmalari mevcuttur ki başkalarına hastalik bulaşmasın. Sağlık hizmeti sağlayıcınız tavsi etmiyorsa maske takmak zorunda değilsin. Hijyenik kurallarına uy.;Маски необхідні для всіх секторів охорони здоров'я. Для хворих або людей із симптомами масок COVID-19 є відповідною частиною заходів щодо профілактики та боротьби з інфекціями. Будь ласка, носіть маску, якщо ваш медичний лікар може рекомендувати вам в інших випадках, обов'язково дотримуйтесь правил гігієни.;口罩对所有卫生部门都是必不可少的。对于有病的人或有COVID-19症状的人，戴口罩会保护到身边的人。我们建议您只是在医生的建议下戴口罩，另外也请遵守其他的防疫提示。
tips.mouthguard.text-2;مقدم الرعاية الصحية يرتدي الأقنعة كحاجز ويساعد على منع انتشار القطيرات الصغيرة عند السعال أو العطس.;Ärzte tragen Masken als Spritzschutz, der Feuchtigkeit und Speicheltröpfchen zurückhält, so gelangen die Keime des Arztes nicht so leicht in die Umgebung.;Οι Γιατροί φοράνε μάσκες για να μειώσουν την εξάπλωση μικροσκοπικών σταγονιδίων όταν βήχουν ή φταρνίζονται.;Health care providers wear masks as a barrier and it helps to stop tiny droplets from spreading when coughing or sneezing.;El proveedor de atención médica usa las máscaras como una barrera y ayuda a evitar que las diminutas gotas se propaguen al toser o estornudar.;Terveydenhuollon tarjoajat käyttävät suusuojuksia esteenä, ja ne auttavat estämään pienten pisaroiden leviämisen, kun yskit tai aivastat.;Le port d'un masque par les professionnels de la santé constitue une barrière qui empêche les petites gouttelettes de se répandre lorsque tu tousses ou éternues.;L'operatore sanitario che indossa le maschere come barriera aiuta ad evitare che le minuscole goccioline si diffondano quando tossisce o starnutisce.;医療従事者は予防のためマスクを着用します。咳やくしゃみをした時の飛沫が広がるのを防ぎます。;De zorgverlener draagt en mom als een barrière om de kleine druppeltjes te stoppen met zich wanneer je hoest of niest.;Dostawca usług medycznych nosi maski jako barierę i pomaga powstrzymać rozprzestrzenianie się malutkich kropelek podczas kaszlu lub kichania.;;Furnizorii de servicii medicale poartă măști ca barieră și ajută la oprirea picăturilor minuscule să se răspândească atunci când tusesc sau strănut.;Медицинский работник носит маски в качестве барьера, и они помогают предотвратить распространение крошечных капель при кашле или чихании.;සෞඛ්‍ය සේවා සපයන්නන් මුක ආවරණ බාධකයක් ලෙස පැළඳ සිටින අතර කැස්ස හෝ කිවිසුම් යාමේදී කුඩා ජල බිඳිති පැතිරීම වැළැක්වීමට එය උපකාරී වේ.;Doktorlar maskeyi küçük damlacıkların yayılmasını engellemek için kullanırlar.;Медичний працівник одягає маски як бар'єр, і це допомагає запобігти розповсюдженню крихітних крапельок при кашлі або чханні.;医护人员戴着口罩作为保护，当咳嗽或打喷嚏时，它有助于阻止微小的飞沫扩散。
tips.not-feeling-well.headline;لا أشعر أنني بخير ، هل لدي الفيروس؟;Ich fühle mich nicht wohl, habe ich das Virus?;"Δεν αισθάνομαι καλά, έχω τον κορονοιό;";I don't feel well, do I have the virus?;No me siento bien, ¿tengo el virus?;En voi hyvin, onko minulla virus?;Je ne me sens pas bien, est-ce que j'ai le virus ?;Non mi sento bene, ho il virus?;気分が悪いですが、ウイルスに感染していますか？;Ik voel me niet goed, heb ik het virus?;Nie czuję się dobrze, czy mam wirusa?;;Nu mă simt bine, am coronavirus?;Я плохо себя чувствую, у меня вирус ?;මට සනීප නැහැ, මට කොරෝනා වයිරස් තිබේද?;Kendimi iyi hissetmiyorum, virüs var mı?;Я не почуваюся добре, чи є у мене вірус?;我感觉不舒服，我有病毒吗？
tips.not-feeling-well.list.intro;الأعراض النموذجية لـ COVID-19 وفقًا لمنظمة الصحة العالمية هي:;Typische Symptome von COVID-19 laut WHO sind:;Τα τυπικά συμπτώματα του COVID-19 σύμφωνα με την WHO είναι:;Typical symptoms of COVID-19 according to the WHO are:;Los síntomas típicos de COVID-19 según la OMS son:;WHO: n mukaan tyypillisiä COVID-19-oireita ovat:;Selon l'OMS, les symptômes typiques de la COVID-19 sont les suivants;I sintomi tipici di COVID-19 secondo l'OMS sono:;WHOによるCOVID-19の典型的な症状は次のとおりです。;Typische symptomen van COVID-19 volgens de WHO zijn:;Typowymi objawami COVID-19 według WHO są:;;Simptomele tipice ale COVID-19 conform OMS sunt:;Типичные симптомы КОВИД-19 по данным ВОЗ:;ලෝක සෞඛ්‍ය සංවිධානයට අනුව COVID-19 හි සාමාන්‍ය රෝග ලක්ෂණ:;WHO'ya göre tipik COVID-19 semptomları şunlardır:;Типовими симптомами COVID-19 за даними ВООЗ є:;WHO发布的COVID-19的典型症状是：
tips.not-feeling-well.list.item-1;أعراض الجهاز التنفسي;Atemwegsbeschwerden;αναπνευστικά συμπτώματα;respiratory symptoms;Dificultad respiratoria;Hengitysteiden oireet;symptômes respiratoires;sintomi respiratori;呼吸器症状;Ademhalingssymptomen;objawy oddechowe;;simptome respiratorii;респираторные симптомы;ශ්වසන රෝග ලක්ෂණ;solunum semptomları;респіраторні симптоми;呼吸道症状
tips.not-feeling-well.list.item-2;حمى;Fieber;πυρετός;fever;fiebre;Kuume;fièvre;febbre;熱;Koorts;Gorączka;;febră;лихорадка;උණ;ateş;лихоманка;发热
tips.not-feeling-well.list.item-3;سعال;Husten;βήχας;cough;tos;Yskä;toux;tosse;咳;Hoesten;kaszel;;tuse;кашлять;කැස්ස;öksürük;кашель;咳嗽
tips.not-feeling-well.list.item-4;ضيق في التنفس;Kurzatmigkeit;δυσκολία στην αναπνοή;shortness of breath;falta de aliento...;hengenahdistus;l'essoufflement;respiro affannoso;息切れ;Benauwdheid;zwięzłość oddechu;;respirație scurta;нехватка воздуха;හුස්ම හිරවීම;nefes darlığı;задишка;呼吸急促
tips.not-feeling-well.text;ليس كل مريض يعاني من أعراض تشبه أعراض الأنفلونزا هو أيضًا حامل لفيروس سارس - CoV - 2. يجب عليك دائمًا إبلاغ نفسك عن أعراضك والاتصال بطبيبك.;Nicht jeder Patient mit Erkältungssymptomen ist auch ein Träger von Sars-CoV-2. Du solltest dich bei Symptomen in jedem Falle informieren und danach deinen Arzt anrufen.;Ασθενείς με συμπτώματα γρίπης δεν είναι απαραίτητα φορείς του ιού SARS-CoV-2. Θα πρέπει πάντα να ενημερώνεσε για τα συμπτώματά σου και να επικοινωνείς με το γιατρό σου.;Not every patient with flu-like symptoms is also a carrier of the SARS-CoV-2 virus. You should always inform yourself about your symptoms and call your doctor.;No todos los pacientes con síntomas parecidos a los de la gripe son también portadores del virus del SARS-CoV-2. Siempre debe informarse sobre sus síntomas y llamar a su médico.;Kaikki potilaat, joilla on flunssamaisia ​​oireita, eivät automaattisesti ole SARS-CoV-2-viruksen kantajia. Sinun tulisi pysyä ajan tasalla oireistasi ja soittaa lääkärillesi.;Tous les patients présentant des symptômes de type grippal ne sont pas également porteurs du virus du SRAS-CoV-2. Tu dois toujours t'informer sur tes symptômes et appeler ton médecin.;Non tutti i pazienti con sintomi simili all'influenza sono portatori del virus SARS-CoV-2. Dovreste sempre informarvi sui vostri sintomi e chiamare il vostro medico.;インフルエンザ症状の患者全員がSARS-CoV-2ウイルスの保因者であるわけではありません。常に自分の症状に注目し、医師に連絡する必要があります。;Niet elke patiënt met griepachtige verschijnselen is ook drager van het SARS-CoV-2-virus. U dient zich altijd te informeren over uw symptomen en uw arts te bellen.;Nie każdy pacjent z objawami grypopodobnymi jest również nosicielem wirusa SARS-CoV-2. Zawsze należy poinformować się o swoich objawach i wezwać lekarza.;;Nu orice pacient cu simptome asemănătoare gripei este, de asemenea, un purtător al virusului SARS-CoV-2. Ar trebui să te informezi întotdeauna despre simptomele tale și să apelezi la medic.;Не каждый пациент с гриппоподобными симптомами также является носителем вируса SARS-CoV-2. Вы всегда должны сообщать о своих симптомах и звонить врачу.;උණ වැනි රෝග ලක්ෂණ ඇති සෑම රෝගියෙකුම SARS-CoV-2 වෛරසයේ වාහකයෙකු නොවේ. ඔබේ රෝග ලක්ෂණ පිළිබඳව ඔබ සැමවිටම ඔබව දැනුවත් කර ඔබේ වෛද්‍යවරයා අමතන්න.;Grip benzeri semptomları olan her hasta aynı zamanda SARS-CoV-2 virüsünün taşıyıcısı değildir. Kendini belirtilerin hakkında bilgilendirmeli ve doktorunu aramalısın.;Не кожен пацієнт із грипоподібними симптомами також є носієм вірусу SARS-CoV-2. Ви завжди повинні інформувати про свої симптоми та викликати лікаря.;并非每个具有流感样症状的患者都是SARS-CoV-2病毒的携带者。您应该始终关注自己的症状并打电话给医生。
tips.reliable-sources.headline;أين يمكنني العثور على مصادر موثوقة؟;Wo finde ich zuverlässige Quellen?;"Πού μπορώ να βρω αξιόπιστες πηγές;";Where can I find reliable sources?;¿Dónde puedo encontrar fuentes fiables?;Mistä voin löytää luotettavia lähteitä?;Où puis-je trouver des sources fiables ?;Dove posso trovare fonti affidabili?;信頼できる情報源はどこにありますか？;Waar kan ik betrouwbare bronnen vinden?;Gdzie mogę znaleźć wiarygodne źródła?;;Unde pot găsi surse fiabile?;Где я могу найти надежные источники?;මට විශ්වාසදායක ප්‍රභවයන් සොයාගත හැක්කේ කොතැනින්ද?;Güvenilir kaynakları nerede bulabilirim?;Де можна знайти надійні джерела?;在哪里可以找到可靠的信息？
tips.reliable-sources.text;مواقع إخبارية;Informative Webseiten;Ενημερωτικές ιστοσελίδες;Informative websites;Sitios web informativos;Informatiiviset verkkosivustot;Sites web d'information;Siti web informativi;有益なウェブサイト;Informatieve websites;Informatyczne strony internetowe;;Site-uri web informative;Информационные сайты;තොරතුරු සහිත වෙබ් අඩවි;Bilgilendirici web siteleri;Інформаційні веб-сайти;消息丰富的网站
tips.sources.headline;مصادر;Quellen;Πηγές;Sources;Fuentes;Lähteet;Sources;Fonti;情報源;Bron;Źródła;;surse;Источники;මුලාශ්‍ර;Kaynaklar;Джерела;来源
tips.sources.last-updated;آخر تحديث:;Zuletzt aktualisiert:;Τελευταία ενημέρωση:;Last updated:;Última actualización:;Viimeksi päivitetty:;Dernière mise à jour:;Ultimo aggiornamento:;最終更新日。;Laatste update;Ostatnia aktualizacja:;;Ultima actualizare:;Последнее обновление:;අවසන් වරට යාවත්කාලීන කරන ලද්දේ:;Son güncelleme:;Останнє оновлення:;最后一次更新：
tips.washing-hands.headline;غسل يديك;Wasche deine Hände richtig;Πλένοντας τα χέρια σου;Washing your hands;Lavarse las manos;Käsien pesu;Se laver les mains;Lavarsi le mani;手を洗う;Handen wassen;Mycie rąk;;Spalandu-ti mainile;Мытьё рук;ඔබේ අත් සේදීමෙන්;Ellerini doğru yıka;Миття рук;正确的洗手
tips.washing-hands.list.item-1;بللي يديك بمياه نظيفة وجارية (دافئة أو باردة) وأطفئي الصنبور وضعي الصابون.;Hände unter fließendes Wasser halten;Βρέξε τα χέρια σου με καθαρό, τρεχούμενο νερό (ζεστό ή κρύο);Wet your hands with clean, running water (warm or cold), turn off the tap, and apply soap.;Mójate las manos con agua corriente limpia (tibia o fría), cierra el grifo y aplica jabón.;Kostuta kädet puhtaalla, juoksevalla vedellä (lämpimällä tai kylmällä).;Mouille-toi les mains avec de l'eau courante propre (chaude ou froide), ferme le robinet et applique du savon.;Bagnare le mani con acqua corrente pulita (calda o fredda), chiudere il rubinetto e applicare il sapone.;清潔な水道水（温水または冷水）で手を濡らし、蛇口をオフにして、石鹸を塗ります。;Maak uw handen nat met schoon, stromend water (warm of koud), draai de kraan dicht en breng zeep aan.;Zmocz ręce czystą, bieżącą wodą (ciepłą lub zimną), zakręć kran i nałóż mydło.;;Uda-ti mâinile cu apă curată, curgătoare (caldă sau rece);Намочите руки чистой проточной водой (теплой или холодной), выключите кран и нанесите мыло.;පිරිසිදු, ගලා යන ජලය (උණුසුම් හෝ සීතල) වලින් ඔබේ දෑත් තෙත් කරන්න;Ellerini temiz akan suyla (ılık veya soğuk) ıslat, musluğu kapat ve sabun uygula.;Намочіть руки чистою проточною водою (теплою або холодною), вимкніть кран і нанесіть мило.;用干净的自来水（冷或热）弄湿双手，关闭水龙头，然后涂肥皂。
tips.washing-hands.list.item-2;قم بترغية يديك بفركهما مع الصابون. يرغى على ظهر يديك بين أصابعك وتحت أظافرك.;gründlich einseifen und verreiben;εφάρμοσε σαπούνι και τρίψε καλά τα χέρια σου.;Lather your hands by rubbing them together with the soap. Lather the backs of your hands, between your fingers, and under your nails.;Enjabónate las manos frotándolas con el jabón. Enjabónese el dorso de las manos, entre los dedos y bajo las uñas.;Levitä käsiisi saippuaa ja vaahdota kätesi hieromalla niitä yhteen.;Fais mousser tes mains en les frottant l'une contre l'autre avec le savon. Fais mousser le dos de tes mains, entre tes doigts et sous tes ongles.;Insaponare le mani strofinandole insieme con il sapone. Schiumate il dorso delle mani, tra le dita e sotto le unghie.;石鹸で手をこすって手を泡立てます。手の甲、指の間、爪の下を泡立てます。;Schuim uw handen op door ze met de zeep in te wrijven. Schuim de ruggen van uw handen, tussen uw vingers en onder uw nagels.;Namydl ręce. Rozetrzeć mydło na dłoni,między palcami i pod paznokciami.;;aplica săpun și ruleaza mâinile frecându-le împreună;Вытрите руки, натирая их вместе с мылом. Вспеньте тыльную стороку кистей, между пальцами и под ногтями.;සබන් ආලේප කර ඔබේ දෑත් එකට අතුල්ලන්න;Ellerini sabunla birlikte ovarak yıka. Ellerinin arkasını, parmaklarının arasını ve tırnaklarının altını köpürt.;Намажте руки, потираючи їх разом з милом. Складіть спинки рук, між пальцями і під нігтями.;用肥皂擦手使手起泡沫。
